Chromosome,Fitness,kP,kI,kD
010111100001011001101111001000100011110100101010011101101011110100001111110011111000011111110111,0.6012093803411173,0.36752981739118695,0.23892919649370015,0.06176042347215116
111001001001100100111100000011110000011000011001011110011100100100010100101010001000001011001101,0.6650693914515657,0.8929631744977087,0.023826228687539697,0.08069627289660275
001110111110011010111000100001110010101000111101111010011000100101110100001110000001001101010100,0.19431148299781908,0.23398927017115057,0.16500720591284335,0.4539806442335248
011100001101011110010001101010100111111101100010010100000100111100011110001001000011110010111100,0.5862481678565206,0.44078932190313935,0.4975938980933279,0.11774043645709753
001110110100110100001000100110010101010110000000010011110001000101001001111101000001000101100001,0.3330653057180085,0.23164418921805918,0.3339890877250582,0.2888804303947836
100101100011100101110110011011110000100011100101111001010010110001001000111011101111001110110010,0.41622562421526266,0.5868143101688474,0.034757922403514385,0.28489611716941
101000110000100000110110101000010110010000011100010001100111000010000001101010011100011111000000,0.289587147683445,0.6368440764490515,0.39105644449591637,0.5064968913793564
111101001111110100011010110000011110011011010101010001011001101001011010001010100001110011000011,0.5150824249505717,0.9569870682898909,0.9016917706467211,0.3522050834726542
111101111001111100111001000101001101111100001000101101101001011110001000000110110001100001010010,0.36846626381170616,0.9672732995823026,0.8712267035152763,0.5316634369082749
000100111101111110001010111110101100100110101111100000010100110001110110110101000100100000011011,0,0.07762974360957742,0.7878342447802424,0.4641766611021012
110110101101010011101101011000000110001001010000100110011100011100011100110001001010011100100011,0.6461810620328712,0.8548115119338036,0.3840423689689487,0.11237568478100002
000001101101000100010111000111101000101111101110011010011011101011011001000000011010101000011010,0,0.026627964805811644,0.5466066435910761,0.847681647632271
001000010011100011001011110001111101100000101111101101000001100101111010111010001100011110110101,0.17011709149625076,0.1297728882636875,0.8444778977427632,0.4801144425291568
011011001100011111011000101010010111101000001100011000100010111110110111001110111111000101101111,0.2963675883523906,0.42492441297508776,0.47675145766697824,0.7157584091182798
111011000010101110010111000101000100000101000010011101010101010000000100110000001000001110100001,0.7018726788840629,0.9225401328876615,0.2549203233793378,0.018562533194199204
111011000001101110010111000101000100000101000010011111110001010000000110110001001000001110100001,0.7017190549242093,0.9222959922626615,0.25492090452462435,0.026436068350449204
101111111100100101100101010100101011011000000100000010101101001000111111111011110011110111101101,0.5383478294949015,0.7491668057627976,0.7109991800971329,0.24974429165013134
111010110000100100111100011110111011011011110010111001001010100100011010110110000011110000011011,0.6655326531446735,0.9181096840184182,0.7146437561605126,0.1048619810026139
010111100001011001101111001000100011111100101010011101101011110100001111110011111000011111110111,0.6000126617785221,0.36752981739118695,0.24674169649370015,0.06176042347215116
111001001001100100011100000011110000011000011001011110011100100100010100101010001000001011001101,0.6679785472305594,0.8929612671490759,0.023826228687539697,0.08069627289660275
011100001101011110010001101010100111111101100110010100000100111100011110000001000011110010111100,0.5774514550442824,0.44078932190313935,0.4976549332495779,0.11725215520709753
001110110100110100001000100110010101010110000000010011110000000101001001111101000001000101100001,0.3321037807128335,0.23164418921805918,0.3339890839997679,0.2888804303947836
011111100111111111011100000101110101010011100000101001010110101101110000010111000100011010111010,0.28064488448823194,0.4941384845878929,0.3315528284292668,0.438908024225384
011100011011011000010000100000111100100100001011110110100001010011100000001101110010110001111100,0.32974367177207387,0.4441843337845057,0.7853370951488614,0.8758418848738074
111101001111110100011010110000011110011011010101010001011001101001011000001010100001100011000011,0.518085606202521,0.9569870682898909,0.9016917706467211,0.3443923450540751
111001101010010010011111000010010100011101010010010011000111101111001100111011010011101110100111,0.27179543260689787,0.9009494206402451,0.2785995292942971,0.8004948885645717
000100111101111110001010111110001100100110101111100000010100110001110110110101000100100000011011,0,0.07762974314391613,0.7878342447802424,0.4641766611021012
001000010011100011001011110001111101100000101111101101000001100101111010111010001100011110111101,0.17441992433815742,0.1297728882636875,0.8444778977427632,0.48011444439180195
011011001100011111011000101000010111101000001110011000100010111110110111001110111111000101101111,0.29680881248438246,0.4249244111124426,0.47678197524510324,0.7157584091182798
111011000010101110010111000101000100000101000010111101010001010000000100110000001000001110100001,0.7024714560535333,0.9225401328876615,0.25492793787270784,0.018562533194199204
111011000001101110010111000101000100000101000010011111110001010000000110110001000000001110100001,0.7020202634866662,0.9222959922626615,0.25492090452462435,0.026428438955917954
101111111100100101100101010100101011011001000100000010101101001000111111111011110011110111101101,0.5353569173971645,0.7491668057627976,0.7119757425971329,0.24974429165013134
111010110000100100111100011110111011011011110010111001000000100100011010110110000011110000011011,0.6595094222491867,0.9181096840184182,0.7146437189076096,0.1048619810026139
010111100001011001111111001000100011111100101010011101101011110100001101110011111000011111110111,0.6059864125250806,0.36753077106550336,0.24674169649370015,0.05394792347215116
111001001001100100011100000011110000011000010001011010011100100100010100101010001000001011001101,0.6670686760003962,0.8929612671490759,0.02370320470072329,0.08069627289660275
001110111110011011111000100001110010101000111101111010011000100101110100001110000001001101010100,0.1920632204013538,0.2339930848684162,0.16500720591284335,0.4539806442335248
011100001101011110010001101010100111111100100110010100000100111100011110000001000011110010111100,0.5788979897318498,0.44078932190313935,0.4966783707495779,0.11725215520709753
011111100111101111011100000101110101010011100000111001011110101101110000010111000100011010111010,0.2781463777206589,0.4940774494316429,0.3315566729288548,0.438908024225384
100101100011100101100110011011110000100011100101111001010010110001001000111011101111001110110010,0.41937835445793903,0.586813356494531,0.034757922403514385,0.28489611716941
111101001111110101011010110000011110011011010101010001011001101000011000001010100001100011000011,0.668172282251972,0.9569908829871565,0.9016917706467211,0.09439234505407512
011110011101001000001110011110011101010100000010010110110111000011110011101001110001010110001110,0.33201885436082823,0.47586145834065974,0.8320672176778316,0.9517682525329292
111001101010000010011111000010010100011101010010010011000110101111001100111011010011101110100111,0.2713922700129096,0.9008883854839951,0.2785995255690068,0.8004948885645717
100110111101111110001010111110001100100110101111100000010100110001110110110101000100100000011011,0.31212961940113537,0.6088797431439161,0.7878342447802424,0.4641766611021012
110000110011011100110011000101001000010010001110101101110011010101011100010111000101101111100101,0.43199146536111466,0.7625610278919339,0.517802668036893,0.36078428593464196
010111011111000010111001011110111000110101111010001000000111010000111110101101010110010110000001,0.4251776029198216,0.3669544148724526,0.5526447566226125,0.24495539092458785
001000010011100011001001110001111101100000101111101101000001100101111010111010001100011110111101,0.17130989145138004,0.12977276905439794,0.8444778977427632,0.48011444439180195
011011001100011111011000101000010111101000001010011000100010111110110111001110111111000101101111,0.2955074796236616,0.4249244111124426,0.47672094008885324,0.7157584091182798
111011000001101110010111000101000100000101000010011111110001010010000110110001000000001110100001,0.34771769978247474,0.9222959922626615,0.25492090452462435,0.526428438955918
101111111100100101100101010100101011011001000100000010101101001000101011111011110011110111101101,0.5949677543168368,0.7491668057627976,0.7119757425971329,0.17161929165013134
110011011010001000101100100101001110101000011100111010111010011100110011101110010001100010100100,0.5736034717552485,0.8032558308914304,0.9145037920679897,0.20204309467226267
111010110000100100111100011110101011011011110010111001000000100101011010110110000011110000011011,0.49782085611813726,0.9181096837855875,0.7146437189076096,0.3548619810026139
111001001001100100011100000011110000011000010000011010011100100100010100101011001000001011001101,0.6682128449143495,0.8929612671490759,0.02368794591166079,0.08075730805285275
001110111110011011111001100001110010101000111101011010011000100101110100001110000001001101010100,0.19171372816594204,0.23399314447306097,0.1649995765183121,0.4539806442335248
011100101101011110010001101010100111111100100110010101000100111100011110000001000011110010101100,0.577444146668411,0.44860182190313935,0.496678609168157,0.11725215148180723
001110110100110100001000100110010101010110000000010011110000001101000001111101000001000101100001,0.3328715255386148,0.23164418921805918,0.3339890844654292,0.2576304303947836
011111100111101111111100000101110101010011100000111001011110101101110000010111000100011010111010,0.28054829635893413,0.4940793567802757,0.3315566729288548,0.438908024225384
100101100011100101100110011011110000100011100101111001010000110001001000111011101111001110110010,0.4170011363051363,0.586813356494531,0.03475791495293379,0.28489611716941
111000110000100000110110101000010110010000011100010001100111000010000001101010011100011111000000,0.36127923753002894,0.8868440764490515,0.39105644449591637,0.5064968913793564
001100011011011000010000100000111100100100001011110110100001010011100000001101110010110001111100,2.0617319775169728e-09,0.19418433378450572,0.7853370951488614,0.8758418848738074
111101001011110101011010110000011110011011010101010001011001101000011000001010100001100011000011,0.6687732714488145,0.9560143204871565,0.9016917706467211,0.09439234505407512
011110011101001000001110011110011101010100000010010110110111000011110011101001110001110110001110,0.33220059264935914,0.47586145834065974,0.8320672176778316,0.9517687293700874
111101111001111100111001000101001001111100001000101101101001011110001000000110110001100001010010,0.36305576040562315,0.9672732995823026,0.6212267035152763,0.5316634369082749
110110101101010011101101011000000110001001010000100110011100011100011100110001101010011000100011,0.6450601173690853,0.8548115119338036,0.3840423689689487,0.11240614275448024
110000110111011100110011000101001000010010001110101101110011010101011100010111000101111111100101,0.4330145945594452,0.7635375903919339,0.517802668036893,0.36078452435322106
011011001100011111011000101000010111101000001010011100100010111110110111001110111111000101101111,0.2939605887017207,0.4249244111124426,0.47672189376316965,0.7157584091182798
111011000010100110010111000101000100000101000010111101010001010000000100110000001000001110100001,0.7019781039895622,0.9225096153095365,0.25492793787270784,0.018562533194199204
111011000001101100010111000101000100000101000010011111110001010010000110110001000000001110100001,0.3482821723530975,0.9222883628681302,0.25492090452462435,0.526428438955918
110011011000001000101100100101001110101000011100111010101010011100110011101110010001100010100100,0.5772533396194662,0.8027675496414304,0.9145037324633449,0.20204309467226267
111000110000100100111100011110111011011011110010111001000000100101011110110110000011110000011011,0.47511215217153024,0.8868596840184182,0.7146437189076096,0.3704869810026139
010111100001011001111111001000100011111100101010011101101011110100001101110111111000011111110011,0.6125324486957563,0.36753077106550336,0.24674169649370015,0.054192063165828586
011100101101011110010101100010100111111100100110010101000100111100011110000001000011110010101100,0.580157747224038,0.44860205287113786,0.496678609168157,0.11725215148180723
001110110100110100001000100110010101010110000000010011110000001101000000111101000001000101100001,0.3297931424141458,0.23164418921805918,0.3339890844654292,0.2537241803947836
011111100111101111111100000101110101010011100000111001011110101101110000010111000100011010111000,0.28087605379055497,0.4940793567802757,0.3315566729288548,0.4389080237597227
100101100011100101100110011011110000100011100101111001010000110001001000111011101111001110100010,0.4160896706042612,0.586813356494531,0.03475791495293379,0.2848961134441197
101000110000100100110110101000010110010000011100010001100111000010000001101010011100011111000000,0.291961336713613,0.636859335238114,0.39105644449591637,0.5064968913793564
111101001011110101011010110000011110011010010101010001011001101000011000001010100001100011000011,0.6661679299644698,0.9560143204871565,0.9007152081467211,0.09439234505407512
111101111001111100111001010101001001111100001000101101101001011110001000000110110001100001010010,0.36536321538436567,0.9672733144834638,0.6212267035152763,0.5316634369082749
111001101010000010011111000010010100011101010010010011000110101111001100111011010011001110100111,0.2719476725750457,0.9008883854839951,0.2785995255690068,0.8004944117274135
100010111101101110001010111110001100100110101111100000010100110001100110110101000100100000011011,0.37411699944379273,0.5463187079876661,0.7878342447802424,0.4016766611021012
110110101101110011101101011000000110001001010000100110011100011100011100110001101010011000100011,0.6413679913574547,0.8549335822463036,0.3840423689689487,0.11240614275448024
110000110111011100110011000101001000010010001110101101110011010101001100010111000101111111100101,0.4968734219214358,0.7635375903919339,0.517802668036893,0.29828452435322106
011011001100011111010000101000010111101000001010011100100010111111110111001100111111000101101111,0.2927433201089736,0.4249239342752844,0.47672189376316965,0.9656363388057798
111011000010100100010101000101000100000101000010111101010001010000000100110000001000001110100001,0.7018040451302723,0.9225018667057157,0.25492793787270784,0.018562533194199204
111011000001101100010111000101000100000101000010011111110001010010000110110001000000001111100001,0.34718627071986846,0.9222883628681302,0.25492090452462435,0.5264284538570791
110011011000011000101100100101001110101000011100111010101010011100110011101110010001100010100100,0.5794857350209095,0.8028285847976804,0.9145037324633449,0.20204309467226267
111001001001100100011100000011110000011000010000011010011100100100010100101011001000001011000101,0.6641232654257203,0.8929612671490759,0.02368794591166079,0.0807573061902076
001110111110011011111001100001110010101000111101111010011010100101110100001110000001001101010100,0.19273978425704882,0.23399314447306097,0.16500721336342394,0.4539806442335248
011100101101011110010101100010100111111100100110000101000100111100011110000001000011110010101100,0.5776131385076446,0.44860205287113786,0.49667479447089136,0.11725215148180723
011111100111101111111100000101110101010011100000111001011110101101110000010101000100011010111000,0.27979109648626876,0.4940793567802757,0.3315566729288548,0.4387859534472227
100101100011100101100110011011110000100011100101111000010000110001001000111011101111001110100010,0.41949245962124465,0.586813356494531,0.03475767653435469,0.2848961134441197
101000110100100100110110101000010110010000011100010001100111000010000001101010011100011111000000,0.2896843432894252,0.637835897738114,0.39105644449591637,0.5064968913793564
111101001011110101011010110000011110011010010101010001011001101000011000011010100001101011000011,0.6663062038301388,0.9560143204871565,0.9007152081467211,0.09536902676336467
011110011101001000001110011110111101010100000010010110110111000011110011101001110001110110001110,0.33697614416941635,0.475861458806321,0.8320672176778316,0.9517687293700874
111101111001111100111011010101001001111100001000101101101001011110001000000110100001100001010010,0.3631014466524495,0.9672734336927533,0.6212267035152763,0.5316481781192124
110111011111010100001001000110101000001111010110010010000010100001011010111010000010110000011110,0.4814982200627036,0.8670201958157122,0.5149884317070246,0.3551051686517894
100010111101101111001010111110001100100110101111100000010100110001100110110101000100100000011011,0.373615370119737,0.5463225226849318,0.7878342447802424,0.4016766611021012
110000110111011101110011000101001000010010001110101101110011010101001100010111000101111111100101,0.49725943869536854,0.7635414050891995,0.517802668036893,0.29828452435322106
010111011111000010111001011110111000110101111010001000000101010000111110101101010110010110000001,0.4251889779762373,0.3669544148724526,0.5526447491720319,0.24495539092458785
000001101101000100010111000111101000101111101110011010011011101011011001000000011010101000011011,0,0.026627964805811644,0.5466066435910761,0.8476816478651017
001011001100011111010000101000010111101000001110011100100010111111110111001100111111000101101111,0,0.1749239342752844,0.47678292891941965,0.9656363388057798
111011000010100100010101000101000100000101000010111101010001010000000100110000001000001110000001,0.7016937523344807,0.9225018667057157,0.25492793787270784,0.018562525743618608
111011010001101100010111000101000100000001000010011111110001010010000110110001000000001111100001,0.3509753514739412,0.9261946128681302,0.25101465452462435,0.5264284538570791
101111111100100001100101010100101011011001000001000010101101001000101011111011110011110110101101,0.5944878193236348,0.7491515469737351,0.7119299662299454,0.17161927674897015
111010110000100100111100011110111011011011110010111001000000110101001110111111000011100000011011,0.5304870770567932,0.9181096840184182,0.7146437198389322,0.3085360589902848
010111100001011001111111001000100011111100101010011101101011110100001101110111111000111111110011,0.6181062210954004,0.36753077106550336,0.24674169649370015,0.05419254000298679
111001001001100100011100000011110000111000010000011010011100100100010100101011001000001011000101,0.6759000545612757,0.8929612671490759,0.05493794591166079,0.0807573061902076
001110111110011011111001100001110010101000111101101010011010100101110100001110000001001101010100,0.19264366652142956,0.23399314447306097,0.16500339866615832,0.4539806442335248
011100111101011110010101100010100111111100100110000101000100111100011110000001000011110010101100,0.5783978609883306,0.45250830287113786,0.49667479447089136,0.11725215148180723
001110110100110100001000100110010101010110000000010011110000101101000000111101000001000101100001,0.33200532401996713,0.23164418921805918,0.33398908632807434,0.2537241803947836
011111100111101111111100000101110101010111100000111001011110101101110000010101000100011010111000,0.2830430716212366,0.4940793567802757,0.3354629229288548,0.4387859534472227
101000110100100100110110100000010110010000011100010001100111000010000101101010011100011111000000,0.29059573030041685,0.6378358902875334,0.39105644449591637,0.5221218913793564
111101001011110101011010110000011111011010010101010001011001101000011000011010100001101011000011,0.6745443486425634,0.9560143204871565,0.9632152081467211,0.09536902676336467
011110011101001000001110011110111101010100000110110110110101000011110011101001110001110110001110,0.3324638718474283,0.475861458806321,0.8321358747780323,0.9517687293700874
110111011111010100001001000110101000001111010111010010000010100001011010111010010010110000011110,0.4815669944589175,0.8670201958157122,0.5150036904960871,0.3551204274408519
110001101010000010011111000010010100011101010010010011000110101111001100111011010011001110100111,0.23997453481692574,0.7758883854839951,0.2785995255690068,0.8004944117274135
100011110101101111001010111110001100100110101111100000010100110001100110110101000100100000011011,0.35090973693802546,0.5599943976849318,0.7878342447802424,0.4016766611021012
000001101101000100010111000111101000101111111110011010011011101011011001000000011010101000011011,0,0.026627964805811644,0.5468507842160761,0.8476816478651017
001000010011100011001001110001101101100000101111101101000001100101111010111010001100011110111101,0.16867336500649427,0.1297727688215673,0.8444778977427632,0.48011444439180195
001011001100011111010000101000010111101000001110011100100010111111110111001100111111100101101111,0,0.1749239342752844,0.47678292891941965,0.965636815642938
111011000011100100010101000101000100000101000010111101010001010000000100110000001000001110000001,0.7034353611132359,0.9227460073307157,0.25492793787270784,0.018562525743618608
111011010001101100010111000101000100000001000010011111110001010010000110110001000000001101100001,0.353222719507109,0.9261946128681302,0.25101465452462435,0.5264284240547568
101111111100100001100101010000101011011001000001000010101101001000101011111011110011110110101101,0.5951297903960121,0.7491515432484448,0.7119299662299454,0.17161927674897015
110011011000011000111100100101001110101000011100111010101010011100110011101110010001100010100100,0.5726262359535973,0.8028295384719968,0.9145037324633449,0.20204309467226267
111010110000100100111100011110111011011011110010111001010000110101001110111111000011100000011011,0.5350143100047475,0.9181096840184182,0.7146437794435769,0.3085360589902848
111001000001100100011100000010110000101000010000011010011100100100010100101010001000001011000100,0.6745656459170714,0.8910081412177533,0.03931294591166079,0.08069627080112696
001110110100110100001000100100010101010110000000010011110000101101000000111101000001000101100001,0.33251144007918776,0.23164418735541403,0.33398908632807434,0.2537241803947836
011111100111101111111100000101110101010111100000111001011010101101110000010101000100011010111000,0.2799143994805854,0.4940793567802757,0.33546290802769363,0.4387859534472227
100101100011110101100110011011110000100011100101111000010001110001001000111011101111001110100010,0.4180768827517905,0.586874391650781,0.034757680259644985,0.2848961134441197
101000110100100100110110100000010110010000011100010001100111000010000101101010011100011111001000,0.2871462213544505,0.6378358902875334,0.39105644449591637,0.5221218932420015
001100011011011000010000000000111100100100001011110110100001010011100000001101110010110001111100,2.4537447703785784e-09,0.19418430398218334,0.7853370951488614,0.8758418848738074
011110011101001000001110011111111101000100000110110110110101000011110011101001110001110110001110,0.332748408702261,0.4758614597376436,0.8165108747780323,0.9517687293700874
111101111001111100111011010101001001111100001000101101101001111110001000000110100001100001010010,0.3651150993479626,0.9672734336927533,0.6212267053779215,0.5316481781192124
110001101010000010011111000110010100011101010010010011000110101111001100111011010010001110100111,0.23996983468560723,0.7758883892092854,0.2785995255690068,0.8004934580530971
110110101101110011101101011000000010001001010000100110011100011100011100110001101010011000100011,0.6435107142491213,0.8549335822463036,0.13404236896894872,0.11240614275448024
110000110111011101110011000101001000110010001110101101110011010101001100010111001101111111100101,0.49485922110256003,0.7635414050891995,0.549052668036893,0.2982921537477523
010111011111000010111001011110111000110101111010001000010100010000111110101101010110010110000001,0.42364968616633364,0.3669544148724526,0.5526448050513864,0.24495539092458785
001000010011100011001001111001101101100000101111101101000001100100101010011010001100011110111101,0.1924685290971735,0.1297727762721479,0.8444778977427632,0.16566131939180195
001011001000011111010000101000010111101000001110011100100000111111110111001100111111100100101111,0,0.1739473717752844,0.47678292146883905,0.9656368007417768
110011011000011000111100100101001110101000011100111010101010011100110111101110010001100010100100,0.5699289908967594,0.8028295384719968,0.9145037324633449,0.21766809467226267
010111100001011001111111001000110001111100101010011101101011110100001101110111111000111111110011,0.6011618713065191,0.367530771298334,0.12174169649370015,0.05419254000298679
001110111110011011111001100001110010101000111101101010011010100101110100001110000001001101010110,0.19135534492632705,0.23399314447306097,0.16500339866615832,0.4539806446991861
011111100111101101111100000101110101010111100000111001011010101101110000010101000100011010111000,0.27986526880455276,0.49407172738574445,0.33546290802769363,0.4387859534472227
101000111100100100110110100000010110110000011100010001100111000010000101101010011100011111001000,0.28796665370612473,0.6397890152875334,0.42230644449591637,0.5221218932420015
111101001011110101011010110000011111011010010101010001011001101000010000011010100001101011000011,0.6816811781002011,0.9560143204871565,0.9632152081467211,0.06411902676336467
111101111001111110111011110101001001111100001000101101101001111110001000000110100001100001010010,0.3652605424907352,0.967281092889607,0.6212267053779215,0.5316481781192124
110111011111010100001001000110101100001111010111010010000010100001011010111010010010110000011110,0.4868434226044305,0.8670201958157122,0.7650036904960871,0.3551204274408519
110001101010000010011111000110010100011101010010010010000110001111001100111011010010001110100111,0.24636280874422434,0.7758883892092854,0.27859928528778255,0.8004934580530971
100010110101101111001010111110001100100110101111100010010100110001100110110101000100100000011011,0.3350484740928986,0.5443693976849318,0.7878347216174006,0.4016766611021012
110110101101110011101101011000000010001001010000100110011100011100011100110001101000011000100011,0.64804468654545,0.8549335822463036,0.13404236896894872,0.11240423540584743
110000110111011101110011000100001000110010001110101101110011010101001100010111001101111111000101,0.49532293552970424,0.763541404157877,0.549052668036893,0.2982921462971717
010111011111000010111001011110111000110111111010001000010100010000111110101101010110010110000001,0.424698515323696,0.3669544148724526,0.5545979300513864,0.24495539092458785
001011001000011111010010101000010111101000001110011100100000111111110111001100111111100100101111,0,0.17394749098457396,0.47678292146883905,0.9656368007417768
111011000011100100010101000101000100000101000010111101010001010100000100110000001000001110000001,0.703115380337776,0.9227460073307157,0.2549279381055385,0.018562525743618608
111010100000100100111100011110111011011011110010101001010000110101001110111111000011100000011011,0.5340441875747018,0.9142034340184182,0.7146399647463113,0.3085360589902848
010111100001011000111110001000110001111100101010011101101011110100011101110111111000111111110011,0.538834778666158,0.3675268969964236,0.12174169649370015,0.11669254000298679
001110111110011011111001100001110010101000111101101010011010100001110100001110000001001101010110,0.18834612245770402,0.23399314447306097,0.16500339843332767,0.4539806446991861
101110100100110100001000100100010101010110000000010011111000101101000000111101000001000101100001,0.5290497957175871,0.727737937355414,0.3339891161303967,0.2537241803947836
011111100111101101111100000101110101010111000000111001011010101101110000010111000100011010111000,0.27915716453795986,0.49407172738574445,0.33497462677769363,0.4389080237597227
